"protein_id","n_valid","loess_corr","loess_mae_z","loess_converged","rank","EntrezGeneSymbol","TargetFullName","Target","UniProt"
"X6984.6",146,0.809138903778889,0.494673525528974,TRUE,909,"IGSF8","Immunoglobulin superfamily member 8","IGSF8","Q969P0"
"X3887.90",145,0.808831316075924,0.358271966554636,TRUE,910,"KPNB1","Importin subunit beta-1","IMB1","Q14974"
"X6462.12",146,0.808591294555916,0.514068893899099,TRUE,911,"TIMP4","Metalloproteinase inhibitor 4","TIMP-4","Q99727"
"X24707.6",146,0.808444751242726,0.513782286959377,TRUE,912,"CXorf38","Uncharacterized protein CXorf38","CX038","Q8TB03"
"X11530.37",134,0.808123584632728,0.525628004919942,TRUE,913,"HMBS","Porphobilinogen deaminase","HEM3","P08397"
"X5801.72",144,0.808024212510601,0.510951432365046,TRUE,914,"NGF","beta-nerve growth factor","b-NGF","P01138"
"X8697.38",146,0.807569347766564,0.521790863003949,TRUE,915,"GPC1","Glypican-1","Glypican 1","P35052"
"X24457.12",145,0.807457389579024,0.498131998152832,TRUE,916,"USF2","USF2","USF2","Q15853"
"X5699.19",146,0.807407378841459,0.481229803467394,TRUE,917,"FAM189A2","Protein FAM189A2","CI061","Q15884"
"X23568.41",146,0.807399666035502,0.504460748224511,TRUE,918,"MEIS2","Homeobox protein Meis2","MEIS2","O14770"
"X3836.51",145,0.807005042969565,0.620917082056645,TRUE,919,"UFM1","Ubiquitin-fold modifier 1","UFM1","P61960"
"X19620.16",146,0.806917615663166,0.492107635852563,TRUE,920,"DLG2","Disks large homolog 2","DLG2","Q15700"
"X23637.55",145,0.80646177224359,0.412575780793629,TRUE,921,"RNF25","E3 ubiquitin-protein ligase RNF25","RNF25","Q96BH1"
"X11565.58",145,0.806296428979163,0.543565403818677,TRUE,922,"ZNF23","Zinc finger protein 23","ZNF23","P17027"
"X20074.3",146,0.806281309171683,0.552766185128985,TRUE,923,"LAMA3","Laminin subunit alpha-3","LAMA3","Q16787"
"X5238.26",144,0.806119044843788,0.529935138893022,TRUE,924,"PPIE","Peptidyl-prolyl cis-trans isomerase E","PPIE","Q9UNP9"
"X21647.9",146,0.805953514918495,0.415863780264801,TRUE,925,"SRM","Spermidine synthase","SPEE","P19623"
"X8249.124",146,0.805760694769561,0.51498140403191,TRUE,926,"ALK","ALK tyrosine kinase receptor","ALK","Q9UM73"
"X4459.68",146,0.805332634038927,0.577048841944286,TRUE,927,"PCSK7","Proprotein convertase subtilisin/kexin type 7","PCSK7","Q16549"
"X9359.9",146,0.805274787994246,0.573947825978553,TRUE,928,"DLK2","Protein delta homolog 2","EGFL9","Q6UY11"
"X21269.198",144,0.804694141266361,0.373347643400675,TRUE,929,"EPHX2","Epoxide hydrolase 2","HYES","P34913"
"X22488.17",144,0.804563559849998,0.649866194817469,TRUE,930,"KLF9","Krueppel-like factor 9","KLF9","Q13886"
"X7128.9",146,0.804491938189573,0.591985857659272,TRUE,931,"VWA2","von Willebrand factor A domain-containing protein 2","VWA2","Q5GFL6"
"X6543.182",146,0.80441095372702,0.283453539829098,TRUE,932,"PRLH","Prolactin-releasing peptide","PRRP","P81277"
"X4498.62",146,0.803982892996386,0.470258108359424,TRUE,933,"NCAM1","Neural cell adhesion molecule 1, 120 kDa isoform","NCAM-120","P13591"
"X12476.50",146,0.803755365220644,0.491546483757485,TRUE,934,"TIGAR","Fructose-2,6-bisphosphatase TIGAR","TIGAR","Q9NQ88"
"X12497.29",146,0.802837541311717,0.512417810259288,TRUE,935,"NUDT16L1","Tudor-interacting repair regulator protein","SDOS","Q9BRJ7"
"X22588.35",146,0.802787408072994,0.48067553410037,TRUE,936,"ADGRB2","Adhesion G protein-coupled receptor B2","AGRB2","O60241"
"X23579.3",146,0.802282219282786,0.416253325625468,TRUE,937,"CT83","Kita-kyushu lung cancer antigen 1","KKLC1","Q5H943"
"X17721.82",143,0.802153918136335,0.583069417839691,TRUE,938,"GAS7","Growth arrest-specific protein 7","GAS7","O60861"
"X11214.40",144,0.801943745528501,0.637726899505609,TRUE,939,"DNAJB9","DnaJ homolog subfamily B member 9","DNJB9","Q9UBS3"
"X7064.2",142,0.80185059049136,0.399904639133569,TRUE,940,"VAMP8","Vesicle-associated membrane protein 8","VAMP8","Q9BV40"
"X13992.12",146,0.801765461283642,0.537799942295935,TRUE,941,"NSF","Vesicle-fusing ATPase","NSF","P46459"
"X10085.25",141,0.801553713134634,0.555658164653792,TRUE,942,"STAR","Steroidogenic acute regulatory protein, mitochondrial","STAR","P49675"
"X17712.7",146,0.801291123717264,0.628321345304642,TRUE,943,"IDI1","Isopentenyl-diphosphate Delta-isomerase 1","IDI1","Q13907"
"X3298.52",146,0.801256416090456,0.515600019960463,TRUE,944,"CNTN4","Contactin-4","Contactin-4","Q8IWV2"
"X21707.15",146,0.801059739538543,0.509271475064842,TRUE,945,"C1QL3","Complement C1q-like protein 3","C1QL3","Q5VWW1"
"X13468.5",146,0.801001893493863,0.335615558313502,TRUE,946,"NEURL4","Neuralized-like protein 4","NEUL4","Q96JN8"
"X7266.4",145,0.800935366785031,0.451169257737694,TRUE,947,"SERPINA9","Serpin A9","SPA9","Q86WD7"
"X12653.13",145,0.800721606667284,0.491971634211494,TRUE,948,"CSNK1G2","Casein kinase I isoform gamma-2","CSNK1G2","P78368"
"X3461.58",146,0.800697237658546,0.61874749996925,TRUE,949,"BCAN","Brevican core protein","PGCB","Q96GW7"
"X24422.36",146,0.800049361958127,0.40062469189647,TRUE,950,"SPATA24","Spermatogenesis-associated protein 24","SPA24","Q86W54"
"X8237.56",145,0.79960356905949,0.380037888671139,TRUE,951,"SOSTDC1","Sclerostin domain-containing protein 1","SOSD1","Q6X4U4"
"X24951.3",145,0.799119348546256,0.358030077149955,TRUE,952,"VAC14","Protein VAC14 homolog","VAC14","Q08AM6"
"X10638.1",144,0.799002003629443,0.473008026832545,TRUE,953,"TINF2","TERF1-interacting nuclear factor 2","TINF2","Q9BSI4"
"X17466.72",140,0.799001458666381,0.516726822575569,TRUE,954,"ACSF2","Acyl-CoA synthetase family member 2, mitochondrial","ACSF2","Q96CM8"
"X15539.15",145,0.798611507520181,0.458331784297818,TRUE,955,"SLITRK1","SLIT and NTRK-like protein 1","SLIK1","Q96PX8"
"X7073.69",144,0.798526509564022,0.321277935260333,TRUE,956,"C22orf15","Uncharacterized protein C22orf15","CV015","Q8WYQ4"
"X20126.19",146,0.798333262632612,0.585326322711414,TRUE,957,"GFAP","Glial fibrillary acidic protein","GFAP","P14136"
"X7803.4",146,0.798101878453891,0.649158641455513,TRUE,958,"CHST1","Carbohydrate sulfotransferase 1","CHST1","O43916"
"X5080.131",146,0.797376874693898,0.411093717606462,TRUE,959,"GPNMB","Transmembrane glycoprotein NMB:Extracellular domain","GPNMB:ECD","Q14956"
"X12847.27",146,0.796501471217736,0.593994093332937,TRUE,960,"RNGTT","mRNA-capping enzyme","MCE1","O60942"
"X6547.83",146,0.796451337979013,0.528607106351901,TRUE,961,"TMPRSS11D","Transmembrane protease serine 11D","TM11D","O60235"
"X9117.4",146,0.795683913786255,0.659136656588337,TRUE,962,"IL36G","Interleukin-36 gamma","IL-1F9","Q9NZH8"
"X11626.7",144,0.795503554109483,0.520194664131856,TRUE,963,"UBE2V1","Ubiquitin-conjugating enzyme E2 variant 1","UB2V1","Q13404"
"X24689.9",135,0.794979110112754,0.588110913326419,TRUE,964,"CAVIN1","Polymerase I and transcript release factor","PTRF","Q6NZI2"
"X25103.45",135,0.794744839596387,0.371232280115102,TRUE,965,"VPS53","Vacuolar protein sorting-associated protein 53 homolog","VPS53","Q5VIR6"
"X12825.18",143,0.794593862482505,0.338698866993865,TRUE,966,"APPL1","DCC-interacting protein 13-alpha","DP13A","Q9UKG1"
"X15534.26",145,0.794442487003797,0.521062926763222,TRUE,967,"MDH2","Malate dehydrogenase, mitochondrial","Malate dehydrogenase 2","P40926"
"X21167.33",145,0.79419840837111,0.616837681796733,TRUE,968,"PTPMT1","Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1","PTPM1","Q8WUK0"
"X23359.25",145,0.794001570764104,0.668384634962998,TRUE,969,"WTAP","Pre-mRNA-splicing regulator WTAP","FL2D","Q15007"
"X6626.81",145,0.793836227174219,0.546610455262021,TRUE,970,"CHST12","Carbohydrate sulfotransferase 12","CHSTC","Q9NRB3"
"X20572.6",145,0.793458705519709,0.601434139722198,TRUE,971,"MERTK","Proto-oncogene tyrosine-protein kinase MER","MER","Q12866"
"X5463.22",146,0.793250523506704,0.593868747005038,TRUE,972,"GAS1","Growth arrest-specific protein 1","GAS1","P54826"
"X9259.35",145,0.793119738284718,0.482458240864143,TRUE,973,"TNFRSF21","Tumor necrosis factor receptor superfamily member 21","DR6","O75509"
"X12334.25",145,0.793017382729075,0.632060048930021,TRUE,974,"SHMT1","Serine hydroxymethyltransferase, cytosolic","cSHMT","P34896"
"X12664.19",143,0.79284544570263,0.421317080060082,TRUE,975,"PTPN13","Tyrosine-protein phosphatase non-receptor type 13","PTN13","Q12923"
"X5590.11",146,0.792564083776498,0.534355981942717,TRUE,976,"ZPLD1","Zona pellucida-like domain-containing protein 1","ZPLD1","Q8TCW7"
"X9503.1",144,0.792248298813892,0.581541784753723,TRUE,977,"NMS","Neuromedin-S","NMS","Q5H8A3"
"X13594.158",146,0.791931633687994,0.50971404533282,TRUE,978,"GGA1","ADP-ribosylation factor-binding protein GGA1","GGA1","Q9UJY5"
"X8952.65",146,0.791318465614383,0.589664176184417,TRUE,979,"CSF3","Granulocyte colony-stimulating factor","G-CSF","P09919"
"X17827.53",146,0.791083225032683,0.432436530806739,TRUE,980,"DYNLRB2","Dynein light chain roadblock-type 2","DLRB2","Q8TF09"
"X9296.15",146,0.791079368629704,0.523622129935897,TRUE,981,"PTPRD","Receptor-type tyrosine-protein phosphatase delta","PTPRD","P23468"
"X13937.75",144,0.791038477152056,0.549123507666285,TRUE,982,"CAND1","Cullin-associated NEDD8-dissociated protein 1","CAND1","Q86VP6"
"X9233.71",146,0.790238672780351,0.464909450163101,TRUE,983,"TFPI2","Tissue factor pathway inhibitor 2","TFPI -2","P48307"
"X24676.105",144,0.789900581398854,0.645198277030117,TRUE,984,"CFAP298","Uncharacterized protein C21orf59","CU059","P57076"
"X23544.10",146,0.789799042840781,0.297324340196548,TRUE,985,"TCP10L3","T-complex protein 10A homolog","TCP10","Q12799"
"X4903.72",145,0.789533357085071,0.510857403639942,TRUE,986,"PPP3CA|PPP3R1","Calcineurin","Calcineurin","Q08209|P63098"
"X5107.7",146,0.789367125707168,0.583091633644123,TRUE,987,"NOTCH1","Neurogenic locus notch homolog protein 1","Notch 1","P46531"
"X13416.8",144,0.789225330742193,0.525806894868149,TRUE,988,"TMEM132D","Transmembrane protein 132D","T132D","Q14C87"
"X13094.75",146,0.78909717749866,0.489238699647302,TRUE,989,"RSPO3","R-spondin-3","RSPO3","Q9BXY4"
"X2864.2",144,0.788763530106874,0.419584790650485,TRUE,990,"MAP2K1","Dual specificity mitogen-activated protein kinase kinase 1","MEK1","Q02750"
"X8866.53",145,0.788399572468718,0.612644921748328,TRUE,991,"QPCTL","Glutaminyl-peptide cyclotransferase-like protein","QPCTL","Q9NXS2"
"X18268.5",145,0.788218481870272,0.439862427533657,TRUE,992,"GAGE2A","G antigen 2A","GAG2A","Q6NT46"
"X12827.37",144,0.787912282253073,0.509660115933045,TRUE,993,"RGS3","Regulator of G-protein signaling 3","RGS3","P49796"
"X12479.50",146,0.787901692575267,0.530321850288406,TRUE,994,"PRKAR1B","cAMP-dependent protein kinase type I-beta regulatory subunit","KAP1","P31321"
"X20522.2",146,0.787866984948459,0.566074800473418,TRUE,995,"IL1RAPL1","Interleukin-1 receptor accessory protein-like 1","IRPL1","Q9NZN1"
"X7116.31",145,0.787789793596492,0.551565535731443,TRUE,996,"OSCAR","Osteoclast-associated immunoglobulin-like receptor","OSCAR","Q8IYS5"
"X6229.13",145,0.787576791271433,0.41156394068027,TRUE,997,"CSH1|CSH2","Chorionic somatomammotropin hormone","CSH","P0DML2|P0DML3"
"X14097.86",145,0.787344522895166,0.70159079051344,TRUE,998,"CHST15","Carbohydrate sulfotransferase 15","ST4S6","Q7LFX5"
"X22590.68",146,0.786953017442511,0.649859207585958,TRUE,999,"FZD1","Frizzled-1","FZD1","Q9UP38"
"X23038.63",145,0.786341071660558,0.479466782832962,TRUE,1000,"UNC5B","Netrin receptor UNC5B","UNC5B","Q8IZJ1"
"X22140.6",146,0.786301285339113,0.397369318610949,TRUE,1001,"FAM204A","Protein FAM204A","F204A","Q9H8W3"
"X8376.25",143,0.785885491483686,0.582218346473672,TRUE,1002,"LHB","Lutropin subunit beta","LSHB","P01229"
"X9959.60",146,0.785834660578692,0.652672087534714,TRUE,1003,"TMEM59L","Transmembrane protein 59-like","TM59L","Q9UK28"
"X9981.18",146,0.785290907758697,0.529691473516533,TRUE,1004,"FAM234B","Protein FAM234B:C-term","K1467:C-term","A2RU67"
"X7856.51",146,0.785221492505081,0.513683673887801,TRUE,1005,"FAM151A","Protein FAM151A","F151A","Q8WW52"
"X11493.169",145,0.784738392978409,0.652356757368287,TRUE,1006,"DYNLL2","Dynein light chain 2, cytoplasmic","DYL2","Q96FJ2"
"X7201.5",146,0.78431523780509,0.402765406948837,TRUE,1007,"ISCU","Iron-sulfur cluster assembly enzyme ISCU, mitochondrial","ISCU","Q9H1K1"
"X8006.12",145,0.78416490169988,0.603806563863786,TRUE,1008,"DNAJB12","DnaJ homolog subfamily B member 12","DJB12","Q9NXW2"
"X21736.60",144,0.784064486437711,0.480972254136391,TRUE,1009,"HS2ST1","Heparan sulfate 2-O-sulfotransferase 1","HS2ST","Q7LGA3"
"X4707.50",146,0.783671218507649,0.303435379331673,TRUE,1010,"YWHAH","14-3-3 protein eta","14-3-3 eta","Q04917"
"X10714.7",145,0.783380213490069,0.361668411724148,TRUE,1011,"ACE","Angiotensin-converting enzyme","ACE","P12821"
"X3340.53",146,0.783339567851482,0.546909921657564,TRUE,1012,"THBS4","Thrombospondin-4","TSP4","P35443"
"X19787.14",145,0.782981227819124,0.661730568593823,TRUE,1013,"MERTK","Proto-oncogene tyrosine-protein kinase MER","MER","Q12866"
"X6911.103",145,0.782794920045036,0.467990725044015,TRUE,1014,"CLEC6A","C-type lectin domain family 6 member A","CLC6A","Q6EIG7"
"X22065.32",146,0.782764963807658,0.603706825636975,TRUE,1015,"IRF8","Interferon regulatory factor 8","IRF8","Q02556"
"X5350.14",146,0.782232780196599,0.672367267446212,TRUE,1016,"GPC6","Glypican-6","GPC6","Q9Y625"
"X15503.20",146,0.781091284914908,0.589156614647558,TRUE,1017,"LEFTY2","Left-right determination factor 2","Lefty-A","O00292"
"X9057.19",144,0.780985664991268,0.571410340184286,TRUE,1018,"ADRM1","Proteasomal ubiquitin receptor ADRM1","ADRM1","Q16186"
"X21164.83",145,0.780305610068637,0.448113409216169,TRUE,1019,"TGIF2LX","Homeobox protein TGIF2LX","TF2LX","Q8IUE1"
"X4706.17",137,0.780039440366866,0.602569207700496,TRUE,1020,"EPB41","Protein 4.1","41","P11171"
"X11633.89",146,0.779537154514498,0.461694660958364,TRUE,1021,"AHSA1","Activator of 90 kDa heat shock protein ATPase homolog 1","AHSA1","O95433"
"X20231.23",146,0.779467739260882,0.541553634936568,TRUE,1022,"UPP2","Uridine phosphorylase 2","UPP2","O95045"
"X25306.51",146,0.779116806589821,0.572324328369981,TRUE,1023,"DAXX","DAXX","DAXX","Q9UER7"
"X20111.5",146,0.778696458665145,0.518324542669171,TRUE,1024,"BASP1","Brain acid soluble protein 1","BASP","P80723"
"X24701.21",143,0.778180907781275,0.513525455878207,TRUE,1025,"DTNA","Dystrobrevin alpha","DTNA","Q9Y4J8"
"X10713.151",144,0.778010004039397,0.459678724078393,TRUE,1026,"CD300LB","CMRF35-like molecule 7","CLM7","A8K4G0"
"X7763.25",145,0.777790025451103,0.537923800788253,TRUE,1027,"CDH11","Cadherin-11:Cytoplasmic domain","Cadherin-11:CD","P55287"
"X13967.14",145,0.777742784425421,0.384593811496473,TRUE,1028,"TXNRD1","Thioredoxin reductase 1, cytoplasmic","Thioredoxin reductase 1","Q16881"
"X3041.55",145,0.777463275023473,0.607618666306268,TRUE,1029,"MRC2","C-type mannose receptor 2","MRC2","Q9UBG0"
"X25260.62",145,0.776837331433194,0.522795984419559,TRUE,1030,"FAM219B","Uncharacterized protein C15orf17","CO017","Q5XKK7"
"X5112.73",146,0.775908279311555,0.52275789309947,TRUE,1031,"CD200","OX-2 membrane glycoprotein","OX2G","P41217"
"X20379.59",145,0.775400858997626,0.41102182941556,TRUE,1032,"SVBP","Small vasohibin-binding protein","SVBP","Q8N300"
"X12568.14",146,0.775333675267731,0.448308550691484,TRUE,1033,"KEAP1","Kelch-like ECH-associated protein 1","KEAP1","Q14145"
"X23300.3",145,0.775140591260804,0.32825124331406,TRUE,1034,"RBPMS2","RNA-binding protein with multiple splicing 2","RBPS2","Q6ZRY4"
"X8851.42",144,0.775016931508281,0.527960027231728,TRUE,1035,"FAM171B","Protein FAM171B:Extracellular domain","F171B:ECD","Q6P995"
"X12626.6",145,0.774876828867416,0.579527822590686,TRUE,1036,"SENP7","Sentrin-specific protease 7","SENP7","Q9BQF6"
"X17405.2",145,0.774435912627723,0.565962390061551,TRUE,1037,"UCHL5","Ubiquitin carboxyl-terminal hydrolase isozyme L5","UCHL5","Q9Y5K5"
"X6285.71",145,0.773203709207867,0.596410822935531,TRUE,1038,"MLEC","Malectin","K0152","Q14165"
"X15580.2",145,0.77296750407946,0.664082694097206,TRUE,1039,"EPHA7","Ephrin type-A receptor 7","EPHA7","Q15375"
"X6378.2",146,0.772927279809031,0.533735188982635,TRUE,1040,"C5orf38","Protein CEI","CEI","Q86SI9"
"X7959.34",146,0.772846295346479,0.590527066523524,TRUE,1041,"CDH7","Cadherin-7","CADH7","Q9ULB5"
"X24724.4",144,0.772734854650871,0.606567951448668,TRUE,1042,"VPS26B","Vacuolar protein sorting-associated protein 26B","VP26B","Q4G0F5"
"X22946.55",146,0.772560921526056,0.713668528954007,TRUE,1043,"SNTA1","Alpha-1-syntrophin","Alpha-1-syntrophin","Q13424"
"X18304.19",145,0.772506904079066,0.520941127649957,TRUE,1044,"BCCIP","BRCA2 and CDKN1A-interacting protein","BCCIP","Q9P287"
"X9400.40",146,0.772202276049038,0.577370434174582,TRUE,1045,"LGALS7","Galectin-7","Galectin-7","P47929"
"X9003.99",142,0.771688808689984,0.588234083069337,TRUE,1046,"MARCO","Macrophage receptor MARCO","MARCO","Q9UEW3"
"X21120.3",144,0.771540653625245,0.455205486932762,TRUE,1047,"NDUFAF2","Mimitin, mitochondrial","MIMIT","Q8N183"
"X24635.25",146,0.771280595737132,0.490985042464659,TRUE,1048,"TRAPPC6A","Trafficking protein particle complex subunit 6A","TPC6A","O75865"
"X11145.72",145,0.771251080146369,0.579287850423314,TRUE,1049,"KIAA1549L","UPF0606 protein KIAA1549L","K154L","Q6ZVL6"
"X24426.191",146,0.770123674843526,0.607609731858986,TRUE,1050,"CTNNA1","Catenin alpha-1","CTNA1","P35221"
"X10462.14",145,0.769373703334816,0.647274477947383,TRUE,1051,"INSL5","Insulin-like peptide INSL5","INSL5","Q9Y5Q6"
"X22019.21",145,0.769184739604042,0.540283994478074,TRUE,1052,"SH2B3","SH2B adapter protein 3","SH2B3","Q9UQQ2"
"X7207.4",146,0.768943615532049,0.64030060589602,TRUE,1053,"IK","Protein Red","RED","Q13123"
"X18294.26",145,0.768770926298095,0.555921999982842,TRUE,1054,"SOX2","Transcription factor SOX-2","SOX2","P48431"
"X12684.5",146,0.767829115071208,0.546962876764931,TRUE,1055,"SCIN","Adseverin","ADSV","Q9Y6U3"
"X7752.31",145,0.767259671596783,0.534008473835545,TRUE,1056,"CLEC4D","C-type lectin domain family 4 member D","CLC4D","Q8WXI8"
"X20998.19",144,0.767039927973698,0.663585600577655,TRUE,1057,"NMRK2","Nicotinamide riboside kinase 2; Short=NRK 2; Short=NmR-K 2; EC=2.7.1.22","NRK2","Q9NPI5"
"X6423.66",146,0.766888152744409,0.539144695937129,TRUE,1058,"C1QL2","Complement C1q-like protein 2","C1QL2","Q7Z5L3"
"X18255.6",145,0.766475799800407,0.599697732488442,TRUE,1059,"CYB5R1","NADH-cytochrome b5 reductase 1","NB5R1","Q9UHQ9"
"X18839.24",143,0.766261643309932,0.672143848718458,TRUE,1060,"TG","Thyroglobulin","Thyroglobulin","P01266"
"X14134.49",145,0.76589709723581,0.605987370245478,TRUE,1061,"AMIGO2","Amphoterin-induced protein 2","AMGO2","Q86SJ2"
"X7806.33",146,0.765603970552507,0.642133950856484,TRUE,1062,"B4GALT7","Beta-1,4-galactosyltransferase 7","B4GT7","Q9UBV7"
"X12367.52",145,0.765137766369967,0.473908776715223,TRUE,1063,"MACO1","Macoilin","MACOI","Q8N5G2"
"X18183.3",146,0.764643726210814,0.416955707039429,TRUE,1064,"LDLRAP1","Low density lipoprotein receptor adapter protein 1","ARH","Q5SW96"
"X12482.5",138,0.764127247983779,0.387066193521435,TRUE,1065,"BPTF","Nucleosome-remodeling factor subunit BPTF","BPTF","Q12830"
"X10876.300",144,0.764061134054804,0.457512782674121,TRUE,1066,"BRAT1","BRCA1-associated ATM activator 1","BRAT1","Q6PJG6"
"X14068.29",146,0.763949573674651,0.506707707484516,TRUE,1067,"CCL25","C-C motif chemokine 25","TECK","O15444"
"X22121.43",146,0.763641061436356,0.581476911141066,TRUE,1068,"DCAF12","DDB1- and CUL4-associated factor 12","DCA12","Q5T6F0"
"X4500.50",140,0.763367492881605,0.612436154461294,TRUE,1069,"CLEC11A","Stem cell growth factor-alpha","SCGF-alpha","Q9Y240"
"X13621.31",144,0.761861601750828,0.513491085856703,TRUE,1070,"AP2A2","AP-2 complex subunit alpha-2","AP2A2","O94973"
"X15504.39",146,0.761820839230416,0.553000994205409,TRUE,1071,"BIRC7","Baculoviral IAP repeat-containing protein 7 Isoform beta","Livin B","Q96CA5"
"X21696.80",146,0.761435198932548,0.545362331660273,TRUE,1072,"LRFN4","Leucine-rich repeat and fibronectin type-III domain-containing protein 4","LRFN4","Q6PJG9"
"X21507.48",145,0.761248262911537,0.575180011194333,TRUE,1073,"COMMD8","COMM domain-containing protein 8","COMD8","Q9NX08"
"X8013.9",146,0.76122309676872,0.579147162900609,TRUE,1074,"LMAN2L","VIP36-like protein","LMA2L","Q9H0V9"
"X2744.57",143,0.760918370278556,0.443314760999675,TRUE,1075,"IGHG1","Immunoglobulin G","IgG","P01857"
"X19147.6",143,0.760807555130536,0.467405809314611,TRUE,1076,"LGALS13","Galactoside-binding soluble lectin 13","PP13","Q9UHV8"
"X23649.6",145,0.760791129710078,0.533709900496522,TRUE,1077,"KLHL2","Kelch-like protein 2","KLHL2","O95198"
"X21172.11",146,0.759001808652997,0.578358160617509,TRUE,1078,"TLNRD1","Mesoderm development candidate 1","MESD1","Q9H1K6"
"X15466.30",146,0.757590365162798,0.639946312109627,TRUE,1079,"COL9A1","Collagen alpha-1(IX) chain","CO9A1","P20849"
"X6713.4",146,0.757447678252587,0.560523462921549,TRUE,1080,"LRP11","Low-density lipoprotein receptor-related protein 11","LRP11","Q86VZ4"
"X5078.82",145,0.756555184407312,0.606471636269207,TRUE,1081,"EPHB6","Ephrin type-B receptor 6","EphB6","O15197"
"X20183.48",142,0.756271665276456,0.575051242092042,TRUE,1082,"MEOX1","Homeobox protein MOX-1","MEOX1","P50221"
"X7092.7",144,0.755210070860983,0.562408576312727,TRUE,1083,"PDILT","Protein disulfide-isomerase-like protein of the testis","PDILT","Q8N807"
"X11607.15",146,0.755014287973036,0.436666399408413,TRUE,1084,"BRD1","Bromodomain-containing protein 1","BRD1","O95696"
"X17380.2",145,0.754775772439979,0.677126678373015,TRUE,1085,"UBE2K","Ubiquitin-conjugating enzyme E2 K","UBE2K","P61086"
"X5100.53",143,0.754478275056075,0.434758550231366,TRUE,1086,"SCARB2","Lysosome membrane protein 2","LIMP II","Q14108"
"X9315.16",137,0.753879831411115,0.574874971414469,TRUE,1087,"MUL1","Mitochondrial ubiquitin ligase activator of NFKB 1:Mitochindrial intermembrane domain","MUL1:MIMD","Q969V5"
"X14291.53",146,0.753433162751775,0.575727492159826,TRUE,1088,"AGAP2","Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2","AGAP2","Q99490"
"X17814.8",143,0.753219276050228,0.582944500784995,TRUE,1089,"BPNT1","3'(2'),5'-bisphosphate nucleotidase 1","BPNT1","O95861"
"X14007.22",145,0.753097695255679,0.709623258702654,TRUE,1090,"PAPSS1","Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1","PAPS1","O43252"
"X25488.6",146,0.752048714082427,0.563399485271383,TRUE,1091,"PLEKHO2","Pleckstrin homology domain-containing family O member 2","PKHO2","Q8TD55"
"X19562.8",146,0.751528099680304,0.69559583543737,TRUE,1092,"USP28","Ubiquitin carboxyl-terminal hydrolase 28","UBP28","Q96RU2"
"X20994.37",142,0.750898570042356,0.595073560345966,TRUE,1093,"PLEKHF2","Pleckstrin homology domain-containing family F member 2","PKHF2","Q9H8W4"
"X3903.49",145,0.750673676709978,0.419271312618971,TRUE,1094,"SNX4","Sorting nexin-4","Sorting nexin 4","O95219"
"X12807.89",146,0.750444450443293,0.676291828259987,TRUE,1095,"ARHGAP30","Rho GTPase-activating protein 30","RHG30","Q7Z6I6"
"X23296.29",146,0.750394317204571,0.651408861211225,TRUE,1096,"SFRP5","SARP-3","SARP-3","Q5T4F7"
"X5476.66",146,0.75036732238372,0.549256733830406,TRUE,1097,"PRKCG","Protein kinase C gamma type","PKC-G","P05129"
"X20924.85",145,0.750033462195592,0.651176188808604,TRUE,1098,"TCEAL1","Transcription elongation factor A protein-like 1","TCAL1","Q15170"
"X22540.129",143,0.749414116208152,0.40336400310682,TRUE,1099,"PSMB7","Proteasome subunit beta type 7","PSB7","Q99436"
"X3387.1",145,0.749358801495179,0.556980972510664,TRUE,1100,"PAK3","Serine/threonine-protein kinase PAK 3","PAK3","O75914"
"X3601.54",144,0.748867045959248,0.568837766991264,TRUE,1101,"CHL1","Neural cell adhesion molecule L1-like protein","CHL1","O00533"
"X7167.102",145,0.748787972434862,0.656455872639614,TRUE,1102,"VAPA","Vesicle-associated membrane protein-associated protein A","VAPA","Q9P0L0"
"X23200.25",145,0.748178271533008,0.591002479733251,TRUE,1103,"C1QTNF4","Complement C1q tumor necrosis factor-related protein 4","C1QT4","Q9BXJ3"
"X9370.69",146,0.747891511671404,0.57741195275196,TRUE,1104,"GGH","Gamma-glutamyl hydrolase","GGH","Q92820"
"X15524.30",143,0.747686220751983,0.390795606205186,TRUE,1105,"PGAM2","Phosphoglycerate mutase 2","PGAM2","P15259"
"X23555.11",146,0.747062385030986,0.523870627017564,TRUE,1106,"RRAD","GTP-binding protein RAD","RAD","P55042"
"X25276.32",145,0.746433794655072,0.727711147958317,TRUE,1107,"RABL6","Rab-like protein 6","RABL6","Q3YEC7"
"X5109.24",146,0.74643379134546,0.57452378315645,TRUE,1108,"NRCAM","Neuronal cell adhesion molecule","Nr-CAM","Q92823"
"X15526.33",146,0.746240971196526,0.497059016155452,TRUE,1109,"GSS","Glutathione synthetase","GSHB","P48637"
"X9859.180",146,0.746117566301208,0.575302468295394,TRUE,1110,"SAT1","Diamine acetyltransferase 1","SSAT-1","P21673"
"X5609.92",146,0.746044294644613,0.527972121441859,TRUE,1111,"TAFA5","Protein FAM19A5","F19A5","Q7Z5A7"
"X2992.59",145,0.745579519440666,0.672634496627585,TRUE,1112,"IL17RA","Interleukin-17 receptor A","IL-17 sR","Q96F46"
