"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0014032","neural crest cell development","35/3128","54/5698",0.648148148148148,1.18067396040542,1.4715968925693,0.0902099576098747,0.728755685768861,0.699604066437452,"EFNB1/FGF19/FOXC2/NRP2/BMP4/SEMA4A/PEF1/RDH10/FN1/SEMA5B/SEMA6D/SEMA4G/ERBB4/MAPK3/BMP7/MAPK1/NRP1/RET/SEMA3A/CDH2/CFL1/BMPR1A/JAG1/SEMA6B/SEMA6A/SEMA3E/SEMA3G/SEMA4D/GDNF/SEMA7A/SEMA4C/NRG1/KITLG/SEMA4B/SEMA4F",35
"GO:0006839","mitochondrial transport","23/3128","34/5698",0.676470588235294,1.23226643598616,1.49849125356796,0.0913296062065747,0.728755685768861,0.699604066437452,"STAT3/HSPA1A/COL6A1/PRKN/HK2/NAIF1/EYA2/RHOT1/FZD9/MPC1/THEM4/GSK3B/HSP90AA1/CAMK2A/BCL2/BCL2L1/PPIF/BID/BAD/TP53/BNIP3L/NPTX1/IER3",23
"GO:0070252","actin-mediated cell contraction","23/3128","34/5698",0.676470588235294,1.23226643598616,1.49849125356796,0.0913296062065747,0.728755685768861,0.699604066437452,"FLNA/TTN/SRI/DSC2/PARVA/JUP/SNTA1/CASQ2/MYL6B/MYL6/SCN3B/DSG2/TCAP/CTNNA3/CAMK2D/FGF12/GSN/STC1/QKI/ANK2/SCN2B/CAV3/KCNE5",23
"GO:1903432","regulation of TORC1 signaling","23/3128","34/5698",0.676470588235294,1.23226643598616,1.49849125356796,0.0913296062065747,0.728755685768861,0.699604066437452,"CUL3/SYK/STAMBPL1/NMT1/LAMTOR3/SEC13/AKT1/ATXN3/SAR1A/CUL1/UBE2W/TSC2/SAR1B/OTUD7B/PELI1/AKT1S1/PIH1D1/MAPK3/TBK1/UBE2N/YWHAG/SRC/YWHAZ",23
"GO:0002043","blood vessel endothelial cell proliferation involved in sprouting angiogenesis","10/3128","13/5698",0.769230769230769,1.4012394255361,1.59771738870402,0.0914330815696471,0.728755685768861,0.699604066437452,"BMPER/BMP4/HMOX1/VEGFA/ACVRL1/FGF2/DLL4/THBS1/EPHA2/MMRN2",10
"GO:0003309","type B pancreatic cell differentiation","10/3128","13/5698",0.769230769230769,1.4012394255361,1.59771738870402,0.0914330815696471,0.728755685768861,0.699604066437452,"PAX4/AKT1/BMP4/BMP5/GSK3B/BMP6/CDH2/PDPK1/DLL1/BAD",10
"GO:0006044","N-acetylglucosamine metabolic process","10/3128","13/5698",0.769230769230769,1.4012394255361,1.59771738870402,0.0914330815696471,0.728755685768861,0.699604066437452,"HEXB/NANP/CHST4/GNE/MGAT3/CHST2/CHST6/EXTL2/CHST1/LARGE1",10
"GO:0007398","ectoderm development","10/3128","13/5698",0.769230769230769,1.4012394255361,1.59771738870402,0.0914330815696471,0.728755685768861,0.699604066437452,"SMURF1/ETS2/FZD7/ITGA6/ITGAM/EDA2R/TPT1/BMPR1A/STX2/CTNNB1",10
"GO:0010458","exit from mitosis","10/3128","13/5698",0.769230769230769,1.4012394255361,1.59771738870402,0.0914330815696471,0.728755685768861,0.699604066437452,"SPAST/TGFB1/CHMP2A/MAD2L1BP/NPM2/PPP1R9B/SIRT2/NEUROG1/NFIA/BIRC5",10
"GO:0043043","peptide biosynthetic process","10/3128","13/5698",0.769230769230769,1.4012394255361,1.59771738870402,0.0914330815696471,0.728755685768861,0.699604066437452,"PCSK1/GSS/BDH2/GCLM/HAGH/BLOC1S6/GGT5/MMP7/LGALS4/FURIN",10
"GO:0046827","positive regulation of protein export from nucleus","10/3128","13/5698",0.769230769230769,1.4012394255361,1.59771738870402,0.0914330815696471,0.728755685768861,0.699604066437452,"PPM1A/RBM22/YWHAE/GAS6/SIRT6/GSK3B/IL1B/CAMK1/ANP32B/SFN",10
"GO:0048854","brain morphogenesis","10/3128","13/5698",0.769230769230769,1.4012394255361,1.59771738870402,0.0914330815696471,0.728755685768861,0.699604066437452,"FOXO3/SHANK3/SLIT1/UCHL5/OTX1/FGF8/AKT3/CDH2/PTEN/CTNNA2",10
"GO:0050650","chondroitin sulfate proteoglycan biosynthetic process","10/3128","13/5698",0.769230769230769,1.4012394255361,1.59771738870402,0.0914330815696471,0.728755685768861,0.699604066437452,"CHST9/CHST15/XYLT2/B3GAT1/PXYLP1/CHST12/B3GAT3/CHST11/B3GALT6/IGF1",10
"GO:0051014","actin filament severing","10/3128","13/5698",0.769230769230769,1.4012394255361,1.59771738870402,0.0914330815696471,0.728755685768861,0.699604066437452,"FLII/GMFG/CFL2/GMFB/DSTN/SRGAP2/CFL1/GSN/CAPG/CSRP3",10
"GO:0071071","regulation of phospholipid biosynthetic process","10/3128","13/5698",0.769230769230769,1.4012394255361,1.59771738870402,0.0914330815696471,0.728755685768861,0.699604066437452,"CHP1/CAPN2/IDH1/RAB38/SCP2/LPIN1/PDGFA/FABP3/ADGRF5/NR1H4",10
"GO:0090075","relaxation of muscle","10/3128","13/5698",0.769230769230769,1.4012394255361,1.59771738870402,0.0914330815696471,0.728755685768861,0.699604066437452,"CHGA/SRI/PRKG1/ATP1B1/NEUROG1/SOD1/GRK2/CAMK2D/GSN/HRC",10
"GO:1901343","negative regulation of vasculature development","45/3128","71/5698",0.633802816901408,1.15454234357552,1.44553340041771,0.0917943222411334,0.728755685768861,0.699604066437452,"STAT1/FBLN5/PRL/GTF2I/HGS/ANGPT2/SPARC/EFNA3/STAB1/ADGRB3/OPTC/HSPG2/SHC1/NAXE/NPPB/SEMA4A/SYNJ2BP/HHEX/ADGRB1/ADGRB2/PPARG/EPN1/ANGPT4/PML/TIE1/CD36/FASLG/THBS2/THBS4/THBS1/FYN/TGFB2/PTPN6/EPHA2/PGK1/SEMA6A/SEMA3E/TAFA5/ANGPTL7/GHRL/QKI/ISM1/CTNNB1/KLK3/SERPINF1",45
"GO:0003151","outflow tract morphogenesis","29/3128","44/5698",0.659090909090909,1.2006074168798,1.47361944027552,0.0922043276574864,0.728755685768861,0.699604066437452,"ILK/LRP2/SMAD4/PARVA/DVL2/FOXC2/NRP2/BMP4/PLXND1/ROBO2/FZD2/FZD1/FGF8/DHRS3/VEGFA/BMP7/TGFBR3/NRP1/FGFR2/TGFB2/BMPR1A/BMPR2/ENG/JAG1/NOTCH1/ROBO1/NOG/CTNNB1/CRKL",29
"GO:0008306","associative learning","29/3128","44/5698",0.659090909090909,1.2006074168798,1.47361944027552,0.0922043276574864,0.728755685768861,0.699604066437452,"TNR/SHANK1/SHANK3/PIANP/NETO1/BRAF/NRGN/COMT/CLSTN2/SPECC1/PDE1B/RELN/B3GAT1/MEIS2/KIT/RIC8A/DDHD2/LGMN/EIF4A3/KRAS/HMGCR/NOG/DEAF1/NPS/NPTX2/PGRMC1/NDRG4/B4GALT2/CSMD1",29
"GO:0043299","leukocyte degranulation","29/3128","44/5698",0.659090909090909,1.2006074168798,1.47361944027552,0.0922043276574864,0.728755685768861,0.699604066437452,"LAT/STX4/MILR1/CHGA/SYK/CBL/ITGB2/CD177/IL13/CPLX2/LAMP1/VAMP2/RAC2/BTK/ITGAM/SPI1/FCGR2B/KIT/UNC13D/CLNK/LYN/CD84/FGR/IGHE/PDPK1/CD300A/S100A13/FCER1A/RAB27A",29
"GO:0061180","mammary gland epithelium development","29/3128","44/5698",0.659090909090909,1.2006074168798,1.47361944027552,0.0922043276574864,0.728755685768861,0.699604066437452,"STAT6/CSF1/JAK2/DDR1/CSF1R/TNFSF11/TGFB1/AKT2/ID2/AKT1/PGR/STAT5A/PHB2/PML/LRP5/ERBB4/NR3C1/FGF2/MAPK1/FGFR2/EPHA2/CCL11/SRC/ROBO1/DEAF1/NTN1/SOSTDC1/CAV3/CSMD1",29
"GO:0001755","neural crest cell migration","26/3128","39/5698",0.666666666666667,1.21440750213129,1.48215066797714,0.0922677341134109,0.728755685768861,0.699604066437452,"EFNB1/FGF19/NRP2/BMP4/SEMA4A/FN1/SEMA5B/SEMA6D/SEMA4G/ERBB4/BMP7/NRP1/RET/SEMA3A/CFL1/SEMA6B/SEMA6A/SEMA3E/SEMA3G/SEMA4D/GDNF/SEMA7A/SEMA4C/KITLG/SEMA4B/SEMA4F",26
"GO:0038202","TORC1 signaling","26/3128","39/5698",0.666666666666667,1.21440750213129,1.48215066797714,0.0922677341134109,0.728755685768861,0.699604066437452,"CUL3/SYK/RPS6KA1/STAMBPL1/NMT1/LAMTOR3/RPS6KA6/SEC13/AKT1/ATXN3/SAR1A/CUL1/UBE2W/TSC2/SAR1B/OTUD7B/PELI1/AKT1S1/PIH1D1/MAPK3/TBK1/RPS6KA3/UBE2N/YWHAG/SRC/YWHAZ",26
"GO:0099054","presynapse assembly","26/3128","39/5698",0.666666666666667,1.21440750213129,1.48215066797714,0.0922677341134109,0.728755685768861,0.699604066437452,"SLITRK3/SLITRK1/GRID2/EFNB2/NLGN1/MDGA1/NLGN3/GPC4/LRP4/IL1RAPL1/SLITRK2/PCDH17/LRFN4/NLGN4Y/NRXN1/FZD1/EIF4G1/NTRK3/CNTN5/PTEN/NLGN4X/LRFN5/SNCA/NLGN2/IGSF11/PTPRD",26
"GO:0030036","actin cytoskeleton organization","178/3128","303/5698",0.587458745874587,1.0701214622741,1.38377816683623,0.0923961053174854,0.728755685768861,0.699604066437452,"CUL3/CRYAA/PDGFRA/ANTXR1/LRP1/SIGLEC15/FLNA/DSG3/ARHGAP25/TTN/PTK2B/VPS4A/LIMA1/DNM2/TAGLN2/FZD10/EVL/MET/JAK2/TJP1/SMAD4/CAPN3/PDLIM4/SH3GL2/LMOD1/RHOG/OPHN1/ARRB1/FLII/ARPC1B/DPYSL3/ELMO1/ARHGEF2/TMOD2/TMOD3/TWF1/MICALL2/CSRP2/PRKN/GMFG/PRKG1/SHANK1/SHANK3/PARVA/ITPKA/ARFIP1/SWAP70/RND1/DVL2/RACGAP1/NCK2/ZYX/CSF1R/EPB41L1/TACSTD2/SFRP1/TGFB1/AGAP2/RALA/S100A10/CFL2/ANKRD1/RND3/CNN1/BRAF/SHC1/TNNT3/ATXN3/PHPT1/STMN1/TRIP10/TAGLN3/GMFB/RGS4/RHOB/MRAS/RDX/AIF1L/CNN2/DSTN/SLIT2/RAC2/MARCKSL1/CYRIB/ARF1/RAB13/PFN1/AP1AR/ESAM/PDCL3/LIMD2/BRK1/HAX1/SPECC1/PRKAR1A/BLOC1S6/MYL9/RHOQ/PPP1R9B/WAS/PDLIM3/KIRREL1/TCAP/GAS2/TWF2/CDC42EP4/CYRIA/EHD2/DMTN/KLHL41/PDLIM5/PPM1F/FSCN1/SETD3/FGD2/ASAP3/BIN3/PYCARD/KIT/ARHGAP26/ESPN/PACSIN2/HDAC6/DIAPH1/FHOD1/PGM5/DOCK2/EFNA5/FAM107A/AIF1/JAM3/PTPN1/SERPINF2/NRP1/ABL2/PRKCI/BCL2/EPHA3/TGFB3/BMP10/CDC42BPB/EPHA5/PDXP/TGFB2/CFL1/PDPK1/PDGFA/BST1/GSN/COTL1/PLA2G1B/CAPG/CRK/DBNL/KRAS/CALR/CCL11/GRB2/SRC/FAM171A1/ALDOA/INSRR/HSP90B1/GHRL/TPM4/CAV3/PIK3R1/CSF3/ARHGEF10/CSRP3/PTK7/THSD7A/EZR/ENAH/VASP/BRSK2/CTNNA2/RAP2A",178
"GO:0030155","regulation of cell adhesion","266/3128","459/5698",0.579520697167756,1.05566142342132,1.37191237033874,0.0927037721998253,0.729876663623268,0.70068020303665,"CBFB/ILK/TNFRSF14/HTN1/STX4/CSF1/CLEC4G/EBI3/MUC1/TENM3/VWC2/RUNX3/COL1A1/FLNA/TNR/SYK/PTK2B/P4HB/HAVCR2/SPOCK1/VSIR/FOXO3/JAK2/PTPN11/DDR1/TNFRSF18/PIEZO1/TJP1/EGFLAM/PBRM1/UBASH3B/FERMT3/ITGB2/TESC/SPN/PRKG1/EFNB1/IL20RB/CHRD/SWAP70/RND1/NCK2/MAD1L1/ANGPT2/IL10/RAP1GAP/IBSP/TACSTD2/SFRP1/FOXC2/TNFSF11/CCL25/TGFB1/EFNB2/S100A10/GBP1/KNG1/BRD2/LOXL3/SAA1/EPHA7/IL6R/HSPG2/AKT1/BMP4/BRAF/EPHA4/BTLA/STAT5B/FADD/CASK/JUP/ATXN3/MDGA1/PLXNB3/CD9/EGFL6/VSIG4/CD46/HSPH1/PCK1/CD3E/CHST4/ADGRG1/RAC2/SERPINE2/CYRIB/PLXND1/IHH/FGL2/FN1/LAMA3/EFNA1/STAT5A/CIB1/AP1AR/DSG2/EPHA8/FZD7/DUSP10/TMIGD2/PRKAR1A/CYLD/WNT10B/APBB1IP/SH2B3/MAP2K5/BMI1/PELI1/CD209/BTN2A2/SPI1/ZC3H8/STK4/DAG1/DMTN/PPM1F/GSK3B/CTSG/PLA2G5/PYCARD/UNC13D/EFNB3/CCL5/HMGB1/PML/IGFBP2/IL6/LEP/VEGFA/CD80/EFNA5/ERBB2/ERBB3/IL6ST/IL12RB1/IL2RG/PRKCZ/PLAUR/HSPD1/TNC/AZU1/FAM107A/ANGPT1/SPINT2/AIF1/MAPK3/MAP2K1/YES1/CCL28/ACVRL1/BMP7/CD36/JAM3/PTPN1/SERPINF2/IL1B/KLRK1/NRP1/RET/CCDC80/ABL2/CSK/LYN/BCL2/EPHA3/POSTN/SELE/THBS1/B2M/KDR/BMP6/ADAM9/FYN/PRKCQ/PTEN/ZAP70/IL7/TGFB2/YWHAG/CFL1/PTPN6/IFNL1/CHST2/PDPK1/BST1/FUT3/LCK/PLXNC1/APOD/SFN/EPHA2/IL1A/ENG/LGALS8/CCL19/AGR2/C1QBP/CRK/MMP14/MAPK14/CD274/ICOSLG/CD83/CD55/LILRB1/LILRB2/JAG1/JAG2/NOTCH1/SEMA6A/TYK2/CALR/VAV1/CD86/DLL1/TNFSF14/SEMA3E/TNFRSF21/GRB2/SRC/SPOCK2/CD5/RNASE10/CD300A/SEMA4D/BAD/CCN1/C1QTNF1/NPNT/NDNF/TFRC/STX3/LRRC32/ZP4/LIF/ADAM22/CRTAM/LGALS1/EPHB2/GPNMB/PTPRJ/VTN/PTPRU/ADAM10/IGF1/CTNNB1/CD74/CD70/BCL10/PIK3R1/DUSP26/RIPK2/SIRPA/ADAMDEC1/FUT2/DSCAM/NRG1/CD63/PLXNB2/EPHB3/TWSG1/KITLG/VAV3/CRKL/ARID1A",266
"GO:0043409","negative regulation of MAPK cascade","52/3128","83/5698",0.626506024096386,1.14125042368964,1.43002570917292,0.0929723473987961,0.730686416544192,0.701457564294135,"FOXM1/SMPD1/DSG3/TREM2/SMAD4/DUSP6/IGBP1/SH3GL2/RPS6KA6/PRKN/GSTP1/GBP1/AMBP/PIN1/EPHA4/SYNJ2BP/PBK/PSMD10/HIPK3/EFNA1/DUSP10/TNIP1/CYLD/SH2B3/FOXO1/BTN2A2/DAG1/APOE/PPARG/NDRG2/PTPN1/IL1B/CSK/LYN/AGT/PPIA/IGF1R/PEBP1/PTPN6/UCHL1/SEMA6A/CD300A/PTPRR/C1QL4/LIF/EPHB2/PTPRJ/IGF1/CAV3/DUSP26/SIRPA/EZR",52
"GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","85/3128","140/5698",0.607142857142857,1.10597826086956,1.40059139964635,0.0938768633630989,0.732309312030386,0.7030155408612,"PDGFRA/PTK2B/JAK2/PTPN11/DDR1/TREM2/CBL/PDGFC/TYRO3/FGFR3/CSF1R/TNFSF11/TGFB1/DDR2/GAS6/UNC5B/FLT1/PARK7/IGFBP5/MERTK/FN1/CALCR/EPHA8/HAX1/STK3/RELN/WNT16/NRXN1/LTK/GSK3B/GAB1/KIT/CCL5/LEP/VEGFA/EFNA5/ERBB3/ERBB4/MST1R/NTRK3/EGFR/HGF/PECAM1/ANGPT1/IL1R1/FGF2/IL1B/RET/TBK1/FLT3/INSR/THBS1/NTRK1/AGT/KDR/FGR/FYN/TGFB2/IGF1R/PTPN6/GDF15/PDPK1/PDGFA/NTRK2/ENG/CCL19/C1QBP/VAV1/CPNE1/SEMA3E/SRC/EGF/FGFR1/RYK/SEMA4D/NGF/THPO/C1QTNF1/PTPRJ/IGF1/GH1/CSF3/MYDGF/VEGFB/VAV3",85
"GO:0009135","purine nucleoside diphosphate metabolic process","42/3128","66/5698",0.636363636363636,1.15920716112532,1.43513634564088,0.094263394103911,0.732309312030386,0.7030155408612,"ENO2/STAT3/ENO1/COL6A1/PKLR/AK2/GALK1/PFKFB3/TIGAR/HK2/HK1/LDHA/NT5E/PGAM2/ENO3/CASK/GUK1/PFKM/AK4/DLG2/SIRT6/PFKFB1/PFKFB4/YAP1/ENTPD1/INSR/PGAM1/GPI/TPI1/AK1/UCHL1/PGK1/SRC/ALDOA/BAD/ADPGK/FBP1/IGF1/PGM1/NUDT9/IER3/ALDOC",42
"GO:0009179","purine ribonucleoside diphosphate metabolic process","42/3128","66/5698",0.636363636363636,1.15920716112532,1.43513634564088,0.094263394103911,0.732309312030386,0.7030155408612,"ENO2/STAT3/ENO1/COL6A1/PKLR/AK2/GALK1/PFKFB3/TIGAR/HK2/HK1/LDHA/NT5E/PGAM2/ENO3/CASK/GUK1/PFKM/AK4/DLG2/SIRT6/PFKFB1/PFKFB4/YAP1/ENTPD1/INSR/PGAM1/GPI/TPI1/AK1/UCHL1/PGK1/SRC/ALDOA/BAD/ADPGK/FBP1/IGF1/PGM1/NUDT9/IER3/ALDOC",42
"GO:0010712","regulation of collagen metabolic process","15/3128","21/5698",0.714285714285714,1.30115089514066,1.52519115815816,0.0943415035684416,0.732309312030386,0.7030155408612,"VSIR/CYGB/INHBA/TGFB1/DDR2/VIM/IL6R/BMP4/IHH/NPPC/IL6/CST3/SERPINF2/TGFB3/NOTCH1",15
"GO:0045601","regulation of endothelial cell differentiation","15/3128","21/5698",0.714285714285714,1.30115089514066,1.52519115815816,0.0943415035684416,0.732309312030386,0.7030155408612,"PLCB1/BMP4/DSG2/BTG1/ETV2/IKBKB/VEGFA/TNFRSF1A/PROC/ACVRL1/IL1B/BMP6/JAG1/NOTCH1/CTNNB1",15
"GO:0061001","regulation of dendritic spine morphogenesis","15/3128","21/5698",0.714285714285714,1.30115089514066,1.52519115815816,0.0943415035684416,0.732309312030386,0.7030155408612,"SHANK3/ITPKA/NLGN1/EPHA4/MAPRE3/EFNA1/IL1RAPL1/ARC/RELN/PDLIM5/LRP8/CAMK2B/CFL1/EPHB2/PTPRD",15
"GO:0099170","postsynaptic modulation of chemical synaptic transmission","15/3128","21/5698",0.714285714285714,1.30115089514066,1.52519115815816,0.0943415035684416,0.732309312030386,0.7030155408612,"NEFL/CLMP/TRIO/PLCB1/ATG5/USP8/PPP3R1/SORCS3/BRAF/NRGN/DCC/EIF4A3/GHRL/IGF1/NEFH",15
"GO:0048144","fibroblast proliferation","39/3128","61/5698",0.639344262295082,1.16463670286361,1.42612462964124,0.0966317980029604,0.736456208690394,0.706996553734364,"PDGFRA/DHX9/S100A6/VEGFD/GSTP1/PDGFC/SFRP1/IL13/TGFB1/DDR2/GAS6/CD248/MORF4L1/KAT2A/HMGA2/FN1/BRK1/SIRT6/BMI1/DAZAP1/KDM8/PML/FTH1/EGFR/AGT/PRDX1/PDGFA/PLA2G1B/SOD2/MIF/CD300A/TP53/C1QL4/LIF/B4GALT7/IGF1/CTNNB1/CD74/BTC",39
"GO:0002089","lens morphogenesis in camera-type eye","8/3128","10/5698",0.8,1.45728900255754,1.59661749389537,0.0982164324585964,0.736456208690394,0.706996553734364,"CRYAA/BMP4/NECTIN1/PITX3/TBC1D20/EPHA2/BCAR3/CTNNB1",8
"GO:0002551","mast cell chemotaxis","8/3128","10/5698",0.8,1.45728900255754,1.59661749389537,0.0982164324585964,0.736456208690394,0.706996553734364,"CHGA/VEGFD/SWAP70/RAC2/KIT/VEGFA/CCL11/VEGFB",8
"GO:0010560","positive regulation of glycoprotein biosynthetic process","8/3128","10/5698",0.8,1.45728900255754,1.59661749389537,0.0982164324585964,0.736456208690394,0.706996553734364,"PLCB1/CHP1/RAMP1/MUSTN1/CCL19/PXYLP1/IGF1/CTNNB1",8
"GO:0018279","protein N-linked glycosylation via asparagine","8/3128","10/5698",0.8,1.45728900255754,1.59661749389537,0.0982164324585964,0.736456208690394,0.706996553734364,"RPN1/MGAT1/DDOST/MGAT5/ST6GAL1/UBE2J1/MGAT2/FUT8",8
"GO:0021854","hypothalamus development","8/3128","10/5698",0.8,1.45728900255754,1.59661749389537,0.0982164324585964,0.736456208690394,0.706996553734364,"NRP2/BLOC1S6/NRP1/SEMA3E/NDNF/UBB/CTNNB1/PLXNA1",8
"GO:0030214","hyaluronan catabolic process","8/3128","10/5698",0.8,1.45728900255754,1.59661749389537,0.0982164324585964,0.736456208690394,0.706996553734364,"TGFB1/HEXB/GUSB/HYAL4/HEXA/FGF2/STAB2/CEMIP2",8
"GO:0036498","IRE1-mediated unfolded protein response","8/3128","10/5698",0.8,1.45728900255754,1.59661749389537,0.0982164324585964,0.736456208690394,0.706996553734364,"DNAJB9/DDRGK1/COPS5/PTPN1/AGR2/VAPB/PARP16/DNAJC10",8
"GO:0046579","positive regulation of Ras protein signal transduction","8/3128","10/5698",0.8,1.45728900255754,1.59661749389537,0.0982164324585964,0.736456208690394,0.706996553734364,"CSF1/MAP2K1/NTRK1/NOTCH1/NGF/IGF1/NOTCH2/KITLG",8
"GO:0051152","positive regulation of smooth muscle cell differentiation","8/3128","10/5698",0.8,1.45728900255754,1.59661749389537,0.0982164324585964,0.736456208690394,0.706996553734364,"TGFB1/OLFM2/CTH/KIT/ENG/SOD2/NOTCH1/NOTCH2",8
"GO:0060231","mesenchymal to epithelial transition","8/3128","10/5698",0.8,1.45728900255754,1.59661749389537,0.0982164324585964,0.736456208690394,0.706996553734364,"STAT1/PELO/BASP1/DSG2/FZD7/GDNF/LIF/CTNNB1",8
"GO:0060546","negative regulation of necroptotic process","8/3128","10/5698",0.8,1.45728900255754,1.59661749389537,0.0982164324585964,0.736456208690394,0.706996553734364,"MUTYH/BIRC2/ARHGEF2/FADD/ADPRS/CASP8/PELI1/FZD9",8
"GO:0060670","branching involved in labyrinthine layer morphogenesis","8/3128","10/5698",0.8,1.45728900255754,1.59661749389537,0.0982164324585964,0.736456208690394,0.706996553734364,"TMED2/RSPO3/IL10/FZD5/SPINT2/FGFR2/GRB2/ADM",8
"GO:0060841","venous blood vessel development","8/3128","10/5698",0.8,1.45728900255754,1.59661749389537,0.0982164324585964,0.736456208690394,0.706996553734364,"CCM2/EFNB2/VEGFA/ACVRL1/BMPR2/ENG/NOTCH1/ACVR2B",8
"GO:0062099","negative regulation of programmed necrotic cell death","8/3128","10/5698",0.8,1.45728900255754,1.59661749389537,0.0982164324585964,0.736456208690394,0.706996553734364,"MUTYH/BIRC2/ARHGEF2/FADD/ADPRS/CASP8/PELI1/FZD9",8
"GO:0070671","response to interleukin-12","8/3128","10/5698",0.8,1.45728900255754,1.59661749389537,0.0982164324585964,0.736456208690394,0.706996553734364,"PLCB1/P4HB/JAK2/IL12RB1/IL12RB2/TYK2/RIPK2/SIRPA",8
"GO:0072683","T cell extravasation","8/3128","10/5698",0.8,1.45728900255754,1.59661749389537,0.0982164324585964,0.736456208690394,0.706996553734364,"CD99L2/ITGAL/FADD/ICAM1/CRK/IL27RA/XG/CRKL",8
"GO:1903241","U2-type prespliceosome assembly","8/3128","10/5698",0.8,1.45728900255754,1.59661749389537,0.0982164324585964,0.736456208690394,0.706996553734364,"SNRPB2/SNRPD3/SNRPG/SF3B6/SNRPE/SNRPA1/SNIP1/SNRPF",8
"GO:1903306","negative regulation of regulated secretory pathway","8/3128","10/5698",0.8,1.45728900255754,1.59661749389537,0.0982164324585964,0.736456208690394,0.706996553734364,"BRAF/SYT4/SPI1/FCGR2B/CD84/NOTCH1/CD300A/FMR1",8
"GO:2001044","regulation of integrin-mediated signaling pathway","8/3128","10/5698",0.8,1.45728900255754,1.59661749389537,0.0982164324585964,0.736456208690394,0.706996553734364,"FLNA/CD177/LOXL3/TIMP1/CTNNA1/BST1/VTN/CD63",8
"GO:0017157","regulation of exocytosis","60/3128","97/5698",0.618556701030928,1.12676984733831,1.38918142737236,0.0986516507920105,0.738463715351399,0.708923756294655,"STX4/CACNB4/SYK/VPS4A/ITGB2/PRKN/TSG101/CD177/SCAMP5/VSNL1/HGS/NSF/IL13/RALA/S100A10/CPLX2/NLGN1/BRAF/CASK/LAMP1/RAB5A/VAMP2/SYT4/CHMP2A/STXBP6/CPLX1/RAC2/RAB2B/STX1A/RAB3C/SEPTIN5/RAB3D/IL1RAPL1/SYT1/SYT6/SNF8/ITGAM/SPI1/FCGR2B/RAB37/UNC13D/SYT12/LYN/CD84/FGR/PDPK1/NOTCH1/PRKCB/PRKCG/CD300A/RAB26/SYT11/CFTR/FMR1/DOC2B/SYT9/SNCA/SYT5/SYT17/RAB27A",60
"GO:0048640","negative regulation of developmental growth","36/3128","56/5698",0.642857142857143,1.1710358056266,1.41890863107356,0.0988391663764726,0.738613363650623,0.709067418376086,"SPART/TNR/FXN/SPP1/FGFR3/EPHA7/SLIT1/YY1/RGS4/WWC1/G6PD/SEMA6D/MAG/DUSP10/STK3/DCC/STK4/HDAC6/NRP1/LGMN/PTEN/CFL1/GDF15/MAPK11/RTN4R/RGMA/RYK/SEMA3G/NOG/PTPRS/NTN1/DRAXIN/RBP4/CAV3/FSTL4/SEMA4F",36
"GO:0050790","regulation of catalytic activity","151/3128","256/5698",0.58984375,1.07446601262788,1.34489609888297,0.0998801197167871,0.738753643006285,0.709202086289593,"LAT/STX4/SERPINB1/TMED2/NHEJ1/PTK2B/VSIR/RGS10/DTX3L/RGS8/MET/JAK2/FXN/DIRAS3/CHP1/TIGAR/RGS7/RHOG/HERC5/PRKN/TSG101/RFK/PRKG1/HGS/TOM1L1/FGFR3/CSF1R/RAP1GAP/CAND1/GABBR2/TANK/TNFSF15/CDKN3/AGAP2/MAD2L1/S100A10/DDR2/GAS6/A2ML1/AGRN/AKT1/EPHA4/FLT1/RCN3/PLXNB3/STMN1/SSBP1/BCCIP/PSMD10/EIF4A2/RGS1/SERPINB8/HIPK3/HMGA2/CIB1/RPL5/DBNDD2/SERPINB9/NPM1/DFFA/RTRAF/RPL11/MAP3K11/CEP43/ABR/ITGA6/BMI1/TIMP1/LMO4/AKT1S1/SYAP1/NDEL1/TBC1D20/GSK3B/CHTF8/FGD2/ASAP3/PLA2G5/PYCARD/MVP/RANGAP1/SRGAP2/HMGB1/LEP/RAPGEF1/EFNA5/ERBB2/MST1R/SOD1/ANGPT1/XRCC6/MAPK3/MAP2K1/PTPN1/FGF2/IL1B/KLRK1/CAMK2A/ECM1/FETUB/LYN/PLK1/EPHA3/FLT3/NTRK1/AGT/PRTN3/CAMK1/MAP2K2/EPHA5/FGFR2/FGR/MAPK8/PPIA/RPS7/YWHAG/PRSS22/SFN/TNFRSF10A/EPHA2/NTRK2/CRK/FGFR4/GRN/MAPK14/RB1/RTN4R/NOTCH1/PDE3A/BCAR3/SRC/FGFR1/CD300A/SEMA4D/TP53/B3GAT3/TNFRSF10B/PTPRJ/ADCYAP1/PRDX3/IGF1/CD74/LILRA5/STIM1/PABPN1/JTB/NRG1/PLXNB2/EPHB3/WARS1/XRCC4",151
"GO:0007435","salivary gland morphogenesis","18/3128","26/5698",0.692307692307692,1.26111548298249,1.47211286292443,0.100030828957757,0.738753643006285,0.709202086289593,"TGFB1/PLXND1/POLB/DAG1/FGF8/EGFR/HGF/EDA/BMP7/NRP1/NTN4/TGFB3/FGFR2/TGFB2/PDGFA/FGFR1/PLXNA1/TWSG1",18
